"Ita Seejiq ga tru ta dntulan kari, kiya ka Toda, Truku ni Tgdaya.","我們賽德克族擁有三個方言群，即都達、德路固及德固達雅等方言群。","https://web.klokah.tw/text/sound/25929/428544.mp3"
"Gaya mstrung Seejiq sayang ga mgimax kana ka snhian dha pnrhulan ni gaya rudan sbiyaw da,","賽德克族婚姻的禮俗已逐漸地融合各種宗教的儀式和傳統儀式。","https://web.klokah.tw/text/sound/25946/428776.mp3"
"wana psdara babuy uxay kiya o smipaq dapa sugun dha dadal ni klealang seejiq, iyux bi ptgsa mnstuq kari ka risaw ni wauwa dha hiyi nii da.","不變的是殺豬分食與牛頭為貴的傳統，同血源家族不能通婚是犯禁忌也是祖靈的規範。","https://web.klokah.tw/text/sound/25946/428777.mp3"
"Qnpringan alang Seejiq ga “Gaya” ka sdhruun bi qmita kndsan, pusu bi o “dara pnluban” ksun.","賽德克族的社會組織是以「gaya」為同一的習慣的生活之意，原則上為血族團體（dara pnluban），","https://web.klokah.tw/text/sound/25947/428778.mp3"
"Ida qbsuran ka spruun balay seejiq alang. Kana “Gaya” ksun o ida qbsuran nii ka qbhangun kari, kana ka Gaya ga biqan hanganan na kana, saw ka “Gaya Dakis Tanah” msa.","其中最有勢力者為族長（qbsurang），「gaya」的一切事務由其指揮監督，他們以族長之名稱呼「gaya」，例如Dakis Tanah的「gaga」。","https://web.klokah.tw/text/sound/25947/428779.mp3"
"Qnpringan alang ga luhay dha ksun “nbaki srudan, mrahur uxay kuriya o qbsuran” msa.","部落的組織，頭目稱為「nbaki srudan / mrahur / qbsuran」，","https://web.klokah.tw/text/sound/25947/428780.mp3"
"Gaya Seejiq ga alang ka pusu bi nniqan, kana ka luhay kndusan ni mseupu tmsamac ni syusan o ida Gaya Seejiq kana.","部落稱為「alang」，族稱為「nian」或「pnlagan」，本語群的「gaya」指地方部落，","https://web.klokah.tw/text/sound/25947/428781.mp3"
"Balay bi pusu han o dara pnluban, bukuy do miyah thjil ka pnaah eseisil alang seejiq.","也是指習慣或共同狩獵及祭祀。","https://web.klokah.tw/text/sound/25947/428782.mp3"
"Nasi malax “Gaya” do asi ka psdara cikuh babuy sqdal na seejiq dealang, miyah teumal o ana nanaq pseimah sinuw do mtuku kida.","gaya」原本是血族集團，後來才有其他移住者的加入，而要離開「gaya」時需殺豬分享全體，加入時只要有酒喝即可。","https://web.klokah.tw/text/sound/25947/428783.mp3"
"Gaya psiyus pnluban ga paru na o musa dhuq kingal “pnluban alang”, kingal “eayyug pnluban” knparu na. Knciway na o saw ka kingal “nniqan pnluban”, kingal “lupan pnluban”, dnii ga pusu bi mlutuc dhiya o kiya ka Gaya.","gaya（祭團）就是會大到kingal pnluban（部落同盟）、kingal lleayug（流域同盟），小至 kingal nnqan（牲團）、kingal dupan（獵團），最重要的維繫力量正是gaya。","https://web.klokah.tw/text/sound/25947/428784.mp3"
"Mrrih saw mseupu ta kingal balay. Psiyus pnluban ga, uxay wana mseupu psiyus, kana ka tmsamac, tmhuma ni mpstrung, wada meydang dnii ddaun ni ngalun, ida spuun muda kana.","意思即是「將習慣統一而成為一或唯一者」之意，這是指一個祭祀團體，不僅要共同祭祀，連同狩獵、農耕，以及其他婚冠葬祭的種種權利義務，亦共行之。","https://web.klokah.tw/text/sound/25947/428785.mp3"
"Balay bi ga “Gaya” nii, qnpringan ka hiya, kingal Gaya kana spuun psiyus ni sdhuun.","基本上，Gaga表示了一種社會單位，同一個gaga的人即有著共同的祭祀行動和遵守共同的規範，","https://web.klokah.tw/text/sound/25947/428786.mp3"
"Paah sbiyaw qnpringan alang ga ida ungac ka hangan sdmaan, wana “nbaki srudan, mrahur uxay kuriya o qbsuran”.","同時，在傳統的社會組織之中，並沒有明顯的階級概念，除了gaya中的bakiosdrudan / qbsuran / mrhur之外，","https://web.klokah.tw/text/sound/25947/428787.mp3"
"Nii ga, uxay pnaah rudan tnsapah, pnaah nanaq biyax na ni knkla na. Nasi mrudan do mbiyax ka miyah priyux duri.","沒有貴族、平民的差別，領袖的產生亦非世襲，而是依照個人的能力決定，當一個領袖年老力衰之後，即由新的有能力者擔任，社會中的權力結構並非固定的，而是依著個人能力的消長而有所變動。","https://web.klokah.tw/text/sound/25947/428788.mp3"
"“Gaya” nii kari Seejiq ksun o uxay wana saw mseupu kingal qmpringan, duri ni qnpringan kngkingal seejiq o ida mseupu smdahur ddaun.","另外，gaya在賽德克語中除了用以表示一個共同的團體之外，同時也用以表示這個團體的成員所必須遵守的共同規範。","https://web.klokah.tw/text/sound/25947/428789.mp3"
"Mntna kingal Gaya seejiq o asi ka mseupu ka lnglungan, kngkingal Gaya ga niqan nanaq ririh na asi ka spruun qmita, saw ka mseupu phuma, psiyus dmurun, pnluban tnsapah ni sejiqun .","同一個gaya的人必需共負罪責，每一個gaya都有它的成員所必需遵循的價值，包括共同的生產、祭祀、家庭關係、人群關係的規範，","https://web.klokah.tw/text/sound/25947/428790.mp3"
"Snhiun dha balay ka dungus kndsan ni tggsa klaun, yasa nasi ini tduwa do miyah muru hyaan ni kana qnpringan Gaya ka naqih utux da.","人們相信一旦違背了共同的價值和訓示，則災禍不僅會降臨到個人也將降臨到同屬一個Gaya的群體中的每一個人。","https://web.klokah.tw/text/sound/25947/428791.mp3"
"Smnru quri kari “smgasuc” sbiyaw ka rdrudan alang, “Ida kiya hmuma bi masu kngkawas ka rudan sbiyaw uqun tnsapah. Kiya ni qulung pniqan ka smalu gaya smgauc ka klealang” msa.","部落耆老曾說過有關「年祭」的事宜，「從前部落的族人，會種植小米讓家人溫飽」，","https://web.klokah.tw/text/sound/25948/428792.mp3"
"Ita Seejiq Truku ga mnhici balay smalu gaya “smgasuc” o pniyah alang Truwan. Seydang Wasaw ka hangan na.","所以部落裡一定會有一位繼承傳統「年祭」儀式的主祭者，我們德路固群的賽德克族啊！最後一位主祭「年祭」的人是Sedang Wasaw（呂江海），他來自Truwan部落。","https://web.klokah.tw/text/sound/25948/428793.mp3"
"Hmuya ma lux niqan gaya “smgasuc” ka ita Seejiq ksun hug?","為何賽德克族有何謂的「年祭」祭儀呢？","https://web.klokah.tw/text/sound/25948/428794.mp3"
"Alang sbiyaw ga, nasi pklug niqan ka seejiq kmiyah smbarux qmeepah qnpahan siida. Qulung miyax smiling quri qqpahun tnqenpahan ka seejiq empsbarux nii.","以前的部落，當有人要來跟我們「換工」時，在去工作之前，","https://web.klokah.tw/text/sound/25948/428795.mp3"
"“Pkdadax ku qmeepah tginu hug? Rngagi ku, brahaw misu balay!” msa. Kiya ni smiyuk rmngaw “Gaga nanaq hiya ka gasuc mu shiga, sai miing ni kndadax hiya qmeepah dga” msa ka tnqnpahan seejiq. Saw nii ka ksun dungus bi snkraya na qnpahan smusuc ni prajing bgrahun, “gasuc” ksun dha ka saw nii.","他會詢問地主要做什麼？地主則會說：「我昨天剛好做到一個段落，你可以看得清楚那個記號，你去找找看，就從那裏開始做起吧！」那個記號就叫做「gasuc」。","https://web.klokah.tw/text/sound/25948/428796.mp3"
"Manu ka smalu gaya “smgasuc” nii ga, skrayun dha ka kndsan smudan ni pryuxun dha bgurah kndsan, mntna saw gaga dha pgnaqun ka kndsan smudan ni kndsan bgurah.","所以，舉行所謂的「smgasuc」儀式，就是在舊的一年要換新的年的記號，亦即好像是在分開舊的一年到新的一年。","https://web.klokah.tw/text/sound/25948/428797.mp3"
"Kndadax bgurah jiyax hngkawas nii smalu gaya “smgasuc”, pdaun dmurun kari “smusuc” dangaw qapi.","從新的一年開始做「smucuc」的儀式，並且在「smucuc」的儀式中祈福，","https://web.klokah.tw/text/sound/25948/428798.mp3"
"Tai saw musa mbiyax bi ka hiyi seejiq tnsapah, tai saw musa malu balay kana ka pnegalang klealang,","希望在新的一年中，家人的身體各個健康有力、部落的農作物生長的無病菌，","https://web.klokah.tw/text/sound/25948/428799.mp3"
"kiya ka musa mtbalay bi kana ka kndsan bgurah hngkawas txtaxa dealang hici da msa, saw nii ka smnalu gaya “smusuc” ita Seejiq balay ksun.","每個部落族人都會過著幸福快樂的生活。這就是我們賽德克族的「年祭」。","https://web.klokah.tw/text/sound/25948/428800.mp3"
"Pnhyugan sapah Seejiq sbiyaw ga niqan mataru klgan, saw ka sapah nniqan, paga rrisaw, rpun, libu babuy, kadu rudux ni beygi qnpahan dnii. mntna hari ka pnhyugan sapah dTayal.","從前賽德克族的建築物有六種類型，有住家、穀倉、豬舍、雞舍、望樓及工寮等等。一般而言，與泰雅族的建築類型蠻類似。","https://web.klokah.tw/text/sound/25949/428801.mp3"
"Phiyug sapah siida, asi ka smalu sinaw, mhada ka sinaw do mlawa seejiq dealang miyah mddayaw.","通常建屋前須先釀酒，酒釀好後便邀請族人來幫忙。","https://web.klokah.tw/text/sound/25949/428802.mp3"
"Prajing balay han o kmarig dxgal, babaw na do musa bbuyu mgaaw ni kmruc qhuni salu eruc ni qcinuh qnabil, yabi musa hari dha jiyax do mnhdu da, keeman do mimah sinaw mqqaras da.","通常建屋前須先釀酒，酒釀好後便邀請族人來幫忙。首先挖地，再上山選材、砍鋸可做樑柱、牆面的木材，大約需要兩天的工作天就可以完成，當晚即飲酒慶祝。","https://web.klokah.tw/text/sound/25949/428803.mp3"
"Sayang spatas mu truma hini ka pnhyugan dha sapah.","茲分述如下：","https://web.klokah.tw/text/sound/25949/428804.mp3"
"Tgkingal o sapah nniqan, phiyug sapah sbiyaw ga mniq rnbqan truma dxgal. Kmarig yabi tru~spac hari knrbuq na dxgal, yabi phiyug maxal eruc.","第一種建築物是住家，從前的住家是半穴式。向地下挖掘三、四尺，立柱約十根；屋寬三、四間，","https://web.klokah.tw/text/sound/25949/428805.mp3"
"Tru~spac ka knlbangan na, dha ni dha mdka ka knbragan na. Gntuan qhuni ka qnabil na, bkiyun qwarux ni pixun qqhuni ni ddjima ka nganguc na duri.","屋長二至二間半；牆壁以橫木堆砌而成，外側再用木頭或是竹子壓住，並以葛藤綑縛。","https://web.klokah.tw/text/sound/25949/428806.mp3"
"Dnamux o ggmiya ni mtapaq btunux ka snpilan dha dnamux. Rhngun o qdrxun dha tasil ka nganguc, ruwan o sqpahun dxgal mtasil qtaan, manu ka truma kndrxan btunux mtapaq ga sbhuyun tujiq beybay.","屋頂式樣因族群而異，譬如，德固達雅群多茅草覆蓋，但是都達群與德路固群則以石板為主。","https://web.klokah.tw/text/sound/25949/428807.mp3"
"Kska bi ruwan sapah o “sapah truma” ksun dha, niqan tqian ka mmuhing niya. Kingal balay ka rhngun, bling o ciway balay uri.","入口也有不同，德固達雅群會於兩側砌石、內面填土，以成石垣，而都達群與德路固群則無此種構造，","https://web.klokah.tw/text/sound/25949/428808.mp3"
"Iyax tqian ni tqian ga niqan rqda, nasi saw ka wada gmliq tunux seejiq tnsapah o, asi ka thuun kjiyax ka ranaq puniq.","只是在屋簷下滴水處排列石板以成牆垣。","https://web.klokah.tw/text/sound/25949/428809.mp3"
"Tgdha o rpun, kngkingal tnsapah dealang ga qulung phiyug kingal uxay kuriya o egu ka pnhyugan rpun, rpun ga yabi tbabaw hari tru~spac dxgal, shtu qowlic miyah mguy mkan snkuan.","第二種建築物是穀倉，幾乎每一戶部落族人都會蓋一個或是若干個穀倉，穀倉高出地面約3至4尺，係為防老鼠侵食。","https://web.klokah.tw/text/sound/25949/428810.mp3"
"Dnamux na o spilan ggmiya ni sbkray qwarux mkuy. Qhuni kana ka qnabil, spac eruc rpun ga pnsaan ruku kana, sluun kska ka rhngun rpun, mntduwa musa ruwan kana ka dqrijil ni dsnaw.","其屋頂是用茅草蓋的，其上以竹子壓住，並以葛藤結綁。牆面為木板，穀倉的四根柱子會裝防鼠板，穀倉的門做在中間，家人的男女可以進出。","https://web.klokah.tw/text/sound/25949/428811.mp3"
"Knhnu ka snkuwan masu seejiq ga mntduwa qtaan ka kndusan tnsapah nii.","穀倉儲存小米的多寡，可以顯示該戶家族的生活是否富裕。","https://web.klokah.tw/text/sound/25949/428812.mp3"
"Tgtru o libu babuy, tbugun nganguc ka babuy, wana nanaq emptbru ka bubu babuy, sqburang qmlahang, mnhdu tmbru do tduwa psaun nganguc duri.","第三種建築物是豬舍（豬圈），一般而言，豬隻被飼養在豬圈外，唯有在母豬生產期才設攔圈住，生產後再放出去。","https://web.klokah.tw/text/sound/25949/428813.mp3"
"Nasi tnbru libu nganguc do asi ka paqun ni uqun ka bubu ni brru babuy da.","若有母豬在欄外生產，則母豬與乳豬都必須宰殺食用。","https://web.klokah.tw/text/sound/25949/428814.mp3"
"Yasa smhii bi mgaya bi nasi tbugun duri ka dhiya ga emptucing katu dowras ka mntabug dhiya da.","因為族人相信也遵從祖先的遺訓，若繼續飼養牠們，飼主將會遭到不幸墜崖而死。","https://web.klokah.tw/text/sound/25949/428815.mp3"
"Tgspac o kadu rudux, salu tbabaw hari rima~mataru dxgal, pqdriqan dha samac miyah mguy mkan tnbugan rudux.","第四種建築物是雞舍，一般都設置在五~六（尺）高的位置，主要是防範野獸的侵襲。","https://web.klokah.tw/text/sound/25949/428816.mp3"
"Tgrima o paga rrisaw, rrisaw alang ka musa mtaqi daya paga rrisaw.","第五種建築物是望樓，專攻未婚男子就寢之處。","https://web.klokah.tw/text/sound/25949/428817.mp3"
"Snalu egu paga risaw ka klealang sbiyaw, ungac qtaan ka sayang da, wana nanaq bgurah pnhiyug sapah pyasan, uxay kuriya o gaga phyagan rhngun balay klealang pqtaun sejiqun.","從前部落會設置很多座，而今已部落不見其蹤跡，只有在新建學校建築，還是在部落的入口意象才會被看見。","https://web.klokah.tw/text/sound/25949/428818.mp3"
"Yasa sbgihur ni malu bi tqian ka hiya, kuriya ni tblaiq bi mtaqi hiya ka drrisaw, mbiyax bi kana ka hiyi dha, wana nanaq tneumal phiyug paga seejiq ka tduwa musa mkaraw hiya.","因為它很涼爽又好睡，他們的身體各個都健壯，也只有參與搭建者才能登爬望樓。望樓內面積有六見方，僅能容納四、五個人。柱高兩丈多，設有扶手。","https://web.klokah.tw/text/sound/25949/428819.mp3"
"Ruwan paga tduwa tqian spac~rima seejiq, hmrinas dha ka eruc niya, niqan sdharan mduuy baga ka kndrxan qhuni.","未婚男子若不睡在外面的望樓上，也會在屋裡架設一個很高的床，作為休息之處。","https://web.klokah.tw/text/sound/25949/428820.mp3"
"Tgmataru o beygi qnpahan, qulung phiyug sapah beygi ka seejiq alang, saan dha msangay, mhapuy uqun musa qmpah qnpahan.","第六種建築物是工寮，部落的族人都依定會搭建工寮在耕作地上，以便休息、烹煮食物。","https://web.klokah.tw/text/sound/25949/428821.mp3"
"Beygi nii, niqan egu klgan uri, niqan ka paru pnhyugan, niqan ka ciway pnhyugan uri.","工寮啊！也有很多種，有比較大間也有比較小間的。","https://web.klokah.tw/text/sound/25949/428822.mp3"
"Seejiq ta ka ita msa ta nanaq, Snruwxan kari ga, pnaah ta ddgiyaq kska “Bnuhur” ka ita Seejiq msa.","賽德克族自稱為Sediq，傳說的發源地是中央山脈的白石山區，賽德克語稱之為Bnuhur。","https://web.klokah.tw/text/sound/25950/428823.mp3"
"Yasa mrulung ni sbgihur, qmuyux paru kjiyax ka hiya, kiya ka “Bnuhur” ksun dha.","白石山區是一個廣大的山區，當中有一座山名為知亞干山，別名為光頭山，","https://web.klokah.tw/text/sound/25950/428824.mp3"
"Paru lmiqu hiya ga, niqan kingal dgiyaq “Cyakansan”, ksun dha “dgiyaq tadus” uri ka hiya.","","https://web.klokah.tw/text/sound/25950/428825.mp3"
"Ada ka niqan kingal paru bi tasil ka hiya, gaga mhru babaw na hiya ka kingal pusu qhuni, kiya ka ngalan hangan seediq nToda “Mrdax Tasil.","生有一座白石巨岩，岩頂上長了一棵樹，Toda人也稱之為Mrda Tasil，意即「發亮的石頭」；","https://web.klokah.tw/text/sound/25950/428826.mp3"
"Manu ka sediq nTgdaya ga ksun dha “Pusu Qhuni” ka hiya.","gdaya和Truku人則稱之為Pusu Qhuni，意即為「樹根」；","https://web.klokah.tw/text/sound/25950/428827.mp3"
"Ita seejiq nTruku o, thnganan ta “Pusu tasil”.","更有登山客遠看白石巨岩形似牡丹，故稱之為牡丹岩。","https://web.klokah.tw/text/sound/25950/428828.mp3"
"Manu ka pnaah isil seejiq miyah mkksa lmiqu hini ga, saw hari “mutan” qtaan msa kiya dhiya, kiya ka ksun dha “Tasil Mutan” ka hangan na uri.","Toda人獵場位於白石山區的東北方，Tgdaya人的獵場則是在白石山區的西南方。","https://web.klokah.tw/text/sound/25950/428829.mp3"
"Gaga mquri hari babaw hraan hidaw Bnuhur hiya ka dupan sediq nToda, gaga hari truma gqiyan hidaw Bnuhur ka saan tmsamac seediq nTgdaya.","","https://web.klokah.tw/text/sound/25950/428830.mp3"
"Gaya ta Seejiq ga, ana nanaq thnganan saw “Mrdax Tasil”, “Pusu Qhuni” ni “Pusu Tasil” ga ida spruun balay qmita rdrudan ta paah sbiyaw na.","賽德克族的Waya / Gaya規範下，「Mrdah Tasil」、「Pusu Qhuni」都是歷代族人視為最神聖的地方。","https://web.klokah.tw/text/sound/25950/428831.mp3"
"Ini dha bi asi lwani embhgay tasil shaya, mribaq tmhangan hyaan.","族人不能直呼為白石，又用隱喻的語言稱之，","https://web.klokah.tw/text/sound/25950/428832.mp3"
"Nasi ini kgaya do uxay pkmalu kndusan na ka tnsapah ni, musa mdudul mhuqil duma ka hiyi tnsapah.","否則會視為對祖靈的不敬，會遭祖靈的責罰，嚴重則會招致家人不平安，甚至死亡。","https://web.klokah.tw/text/sound/25950/428833.mp3"
"Mnarac Bnuhur hiya, dxgal bgurah ayug yayung Truwan Bkasan o kiya ka pnrjingan bi alang nToda, bukuy do niqan ka alang Wahar ni alang Bkasan duri.","Toda人以Bunuhung西方的塔魯灣溪Bukasan（布卡散）谷地為新生地，是Toda人最早的祖居地，不久又建立了Wahar（瓦哈爾）及Bukasan（布卡散）二部落。","https://web.klokah.tw/text/sound/25950/428834.mp3"
"Daya meigi Bnuhur hiya, dxgal bgurah pusu pniyah qsiya yayung Mtudu Truwa o,","ruku人是以Bunuhung西北方的濁水溪上游Truwan（德魯灣）谷地為新生地，不久也建立了許多部落，","https://web.klokah.tw/text/sound/25950/428835.mp3"
"kiya ka pnrjingan bi alang nTruku, hici do wada egu bi ka alang nTruku uri, dhiya ka egu bi alang ni seejiq, dhiya ka mbiyax bi siida.","當時的Truku人部落最多、人數也最多且勢力最強大。","https://web.klokah.tw/text/sound/25950/428836.mp3"
"Truma meigi Bnuhur hiya, dxgal bgurah qsiya yayung Cowsey Truwan o, kiya ka pnrjingan bi alang nTgdaya.","而Tgdaya人以Bunuhung西南方濁水溪的Truwan（土魯灣）谷地建立新家園。","https://web.klokah.tw/text/sound/25950/428837.mp3"
"Lmiqu paru ka Bnuhur, lupun Seejiq ka hiya, ayus bi saan tmsamac sediq nToda ni nTgdaya ka hiya, hiya ka kska bi ddgiyaq ska na dSeejiq.","白石山區是一個廣大山區，也是賽德克族的獵場，更是Toda人和Tgdaya人獵場的分界線，","https://web.klokah.tw/text/sound/25950/428838.mp3"
"Lmnlamu bi ka kndkilan, egu bi ka qsiya ayug, sblaiq bi nniqan samac ka hini.","也是整個賽德克族在中央山脈以東獵區的中心點。","https://web.klokah.tw/text/sound/25950/433199.mp3"
"Saw ka rqnux, bowyak, miric, pada ni kumay dnii.","這片山區林相資源豐富、水域多，是動物的樂園，大型動物如水鹿、山豬、山羊、山羌、熊等，","https://web.klokah.tw/text/sound/25950/433200.mp3"
"Ada ka egu bi euqun dha ka hini, mrana bi ka dsamac nniqan dha hini. Kiya ni yahan bi ppluk tmsamac dSeejiq ka hini.","因食物豐盛，各種動物群繁衍眾多。因此也成為三群族人爭相佔領的獵區。","https://web.klokah.tw/text/sound/25950/433201.mp3"
"Mnngalan lupan Seejiq ka Bnuhur do, ririh saw nii rmdax Seejiq mniq mmaku bbuyu ini uda tkdang deinu, skyaan pqlahang rakaw Seejiq, kiya ni ida nkiya spruui bi qmita Seejiq.","白石山區成為族人狩獵時有如燈塔般指引族人在濃密的森林不致迷路，成為守護賽德克族的標誌，","https://web.klokah.tw/text/sound/25950/433202.mp3"
"Kana ka lqlaqi Seejiq ha, sprun bi ka endaan rdrudan ta sbiyaw,","因此也很自然被賽德克族視為聖山和聖石。","https://web.klokah.tw/text/sound/25950/433203.mp3"
"qlhangi bi ka llmiqu Bnuhur nii, tgsaan bi ka lqlaqi, tai saw musa sblaiq mniq hini hici ka ita Seejiq, ana bitaq knuwan.","賽德克族人的子子孫孫要像祖先一樣，努力守護這一片山林，且要一代的一代傳承下去。","https://web.klokah.tw/text/sound/25950/428839.mp3"
"Snhii balay niqan utux ka Seejiq, utux ksun ga kiya ka mhuqil ka seejiq do, mswayay dha qbubur na da.","賽德克族相信人都有utux，認為utux就是人死後就會離開人體，","https://web.klokah.tw/text/sound/25951/433477.mp3"
"Manu ka utux nii ga kiya ka ksun dha “utux balay”, wana txtaxa utux nii wah!","而那個離開人體後的utux就是他們的神。","https://web.klokah.tw/text/sound/25951/433478.mp3"
"Ungac tgdha na utux da. Utux ksun Seejiq ga, niqan dha klgan, kingal o “utux malu”, kingal o “utux naqih”.","除了utux之外沒有其他神存在。而且，utux又有分為「善」、「惡」兩個種類。","https://web.klokah.tw/text/sound/25951/433479.mp3"
"Mhuqil ka seejiq do mswayay dha qbubur na dni musa tuxan da, manu ka tuxan ksun ga ririh saw tnlangan baraw.","人死後，離開人體的utux會到tuxan，而這個tuxan的地方即是相當於他們的淨土之意。","https://web.klokah.tw/text/sound/25951/433480.mp3"
"Gaga mniq gsilung ksun ka tuxan nii, gaga hiya ka kingal hakaw, ksun “Hakaw Utux” Seejiq balay ka hiya.","那是在一處名為gsilung（即海或池）的空間上，有一座橋。賽德克族人稱之為hakaw utux，意指彩虹橋。","https://web.klokah.tw/text/sound/25951/433481.mp3"
"Kari dSeejiq ga hakaw utux nii, kiya ka mdungus balay madas utux ta musa dhuq tuxan hiya, musa msangay tuxan hiya.","而hakaw即是橋的意思，utux走上這座彩虹橋會到tuxan。","https://web.klokah.tw/text/sound/25951/433482.mp3"
"Nasi mudus siida ini bi angal tunux ka dsnaw o, ini bi kla tminun ka dqrijil o, mhuqil do ini pdai Hakaw Utux dni uxay pdhuq tuxan ka utux dha da.","可是如果男人生前沒有獵首的資歷，而女人生前不嫻熟織布的話，他們死後的utux則無法登上彩虹橋到達tuxan境界。","https://web.klokah.tw/text/sound/25951/433483.mp3"
"Kiya ni utux nii ga, embrinah kska elug duri ni miyah rmigaw klalang seejiq.","而這樣的utux則會在途中折返回到人間，漂流在人界。","https://web.klokah.tw/text/sound/25951/433484.mp3"
"Kiya ka naqih utux ka nii. Ririh saw, Uxay bi pdhuq tuxan ka naqih utux nii.","這就是惡劣的utux，換言之，這是無法順利到達tuxan的utux。","https://web.klokah.tw/text/sound/25951/433485.mp3"
"Malu utux ksun ga mnsuwil paah tuxan miyah mgay malu kndusan ni msblaiq kndusan babaw dxgal.","至於良善的utux也偶而會從tuxan回到人間，賜給後代幸福與平安。","https://web.klokah.tw/text/sound/25951/433486.mp3"
"Manu ka naqih utux ga mniq nanaq hnqilan na ruwan sapah, uxay kiya o mniq nanaq ruwan alang na, mnsuwil miyah smliq kndusan dha, endaan dha.","然而，惡劣的utux則會停留在自己死去時的家庭內，或自己所屬的部落區域內，有時出來危害人類。","https://web.klokah.tw/text/sound/25951/433487.mp3"
"Mnsuwil mkksa bbuyu ni lmiqu, psklui seejiq. Nasi pklug qmita uxay kiya o strung dutux nii do, qulung pknarux ka seejq nii da.","有時則徘徊在原野或深山，讓往來過路的人類遇見了受到驚嚇，如果看見或遇見這些utux的話，當事人一定會生病。","https://web.klokah.tw/text/sound/25951/433488.mp3"
"lda Snhii ta balay saw tduwa miyah pkmalu ni pknaqih kndusan seejiq babaw dxgal ka utux rudan uri, kiya ni qmlahang balay!","賽德克族也相信祖先的靈魂會給人們帶來吉凶禍福，因此懼怕觸怒祖靈。","https://web.klokah.tw/text/sound/25951/433489.mp3"
"ksugun dha balay msang ka utux rudan. Kiya ni dsaw nii spruun dha balay ka utux rudan ni snhii bi utux rudan ka dSeejiq balay.","所以建構在此意義之下的祖先崇拜，可說是賽德克族的信仰。","https://web.klokah.tw/text/sound/25951/433490.mp3"
"Ita Seejiq ga, sbiyaw balay han o masu ka pusu ta bi uqun, stngi embuyas tnsapah. Duri ni sari, bunga dnii ga uqun ta bi uri.","傳統的賽德克族平日下田耕作栽培小米，將小米作為主食，另有芋頭、甘藷等當作常用食物，","https://web.klokah.tw/text/sound/25952/428856.mp3"
"Kiya ni sparu ta bi qmita ka pnegalang masu nii. Sbiyaw, musa tmukuy masu qnpahan o, niqan bi ririh niya, pdaun dha Gaya rudan sbiyaw.","因此，小米是賽德克族神聖的作物，小米的栽種富有濃厚的宗教意涵，","https://web.klokah.tw/text/sound/25952/428857.mp3"
"Niqan egu bi gaya asi ka spruun qmita, qmpah qnpahan o mGaya balay.","必須遵守許多禁忌，農耕行為極度神聖化。","https://web.klokah.tw/text/sound/25952/433493.mp3"
"Ana nanaq peuda tmukuy, uxay uri o mihur, saw ka tmukuy masu suyaw, mihur masu suyaw ni tmukuy basaw dnii o pdaun smapuh kana.","不論是播種或收穫時舉行祭典，例如播粟、割粟、播黍、割黍等，都會舉行祭事。","https://web.klokah.tw/text/sound/25952/433494.mp3"
"Meuwic bi ka qmeepah quri saw smgasuc nii, niqan nanaq kari pnsltudan rdrudan ka euda sbiyaw.","小米的耕作也是一件極其辛苦的工作，這反映於賽德克族之傳說中。","https://web.klokah.tw/text/sound/25952/433495.mp3"
"Smgasuc ksun, smalu gaya smgasuc nii o mgrbu bi murux musa kykiyig, miing ini kingal i saan mrmux babuy ni rowdux,","播粟祭（Smgasuc），由祭司（smalu gaya smgasuc）在凌晨時候獨自到部落附近找一塊豬和雞隻無法跑進去的地方，","https://web.klokah.tw/text/sound/25952/433496.mp3"
"pusa tru btunux mtapaq ni pusa kingal ciway hari btunux mtapaq kska dha, ririh saw ayus dha.","並在該處放三個石板，中間放一個較小石板作界線，分隔為兩區，","https://web.klokah.tw/text/sound/25952/433497.mp3"
"Sugun dha saan, kingal o tnkuyan masu suyaw, kingal o tnkuyan basaw, bukuy do syuqun cikuh qsiya, kiya ni mnhdu kana ka ddaun da.","一邊撒糯米粟，一邊撒梗粟，然後再灑一些水，播粟儀式即告完成。","https://web.klokah.tw/text/sound/25952/433498.mp3"
"Ptmukuy masu suyaw scisan dmurun utux rudan, “Pdai bi malu kndkilan na ka pnhuma masu suyaw nii, saw mbtasil knkrayan/snkrayan na, duri ni tai saw djima ini biyaw mdakil, saw ranaq puniq qtaan ka knhada na rakaw! Tai saw musa mangal egu balay samac uri!”","播粟時口中要唸禱詞：「祈求粟的成長有力如石頭般堅強，竹子般快速，成熟顏色如火把！同時希望狩獵時豐收！」","https://web.klokah.tw/text/sound/25952/433499.mp3"
"Mkdha jiyax do, drisaw ni dseejiq ga, nhari musa tnkuyan qnpahan hiya, pkmalu mng ka kingal hngkwasan ni embiyax hiyi.","第二天，少年和其他人前往該地以播粟的田地，據說此舉可保佑一整年的健康不生病，","https://web.klokah.tw/text/sound/25952/433500.mp3"
"Brinah miyah alang ka smalu gaya smgasuc seejiq do, lmawa seejiq klealang uri.","祭司返回部落後，還要通知各部落，","https://web.klokah.tw/text/sound/25952/433501.mp3"
"Mkdha jiyax do msangay kana ka seejiq dealang, mniq nanaq sapah dha, mktru jiyax do, tduwa musa tmukuy masu kana ka seejiq dealang da.","第二天全部落要休息，安靜待在家中，第三天起，全部落才可以播粟。","https://web.klokah.tw/text/sound/25952/433502.mp3"
