"record","sha256","source_label","target_label"
"GLOSBE_STATIC_90dbaed608e139cecd86","b5539085363cf968138d66282ccc951afb377b1a3427e0f89588e00b606da67a","11 ","11 "
"GLOSBE_STATIC_d48561c35c5ce8f4b77e","b0618b5f169a1ff380b20f2e76770ff398f6c7c9b0389d9f6db9fa15754e0b3d","5 ","5 "
"GLOSBE_STATIC_e0924c8357ce6580a6fb","4c948c2fe8c332e0b087260de64493c145d9c389fb7db81387ec13075224caa5","11 ","11 "
"GLOSBE_STATIC_3c3917f5ff31966d15be","f6a47b25ad50f2c310d67bc53245625eea7b875d2891fe5ca2f531cc7f048fe3","7 ","7 "
"GLOSBE_STATIC_412ef71031155485dd3a","f6a47b25ad50f2c310d67bc53245625eea7b875d2891fe5ca2f531cc7f048fe3","6 ","6 "
"GLOSBE_STATIC_8e8fce37b8ac4f60d13c","2f4b614287a7c663742d98fe9b952ce128f0d85896848032804bafc4a8a154c7","19 ","19 "
"GLOSBE_STATIC_3e821dd1f79d18d8d954","46052e69eae32e98249b8ec611cba5ea043a25382cbaa5db32c1f9a209d2fe4c","19. (1) ","19. (a) "
"GLOSBE_STATIC_6dba6695a8e241e89776","46052e69eae32e98249b8ec611cba5ea043a25382cbaa5db32c1f9a209d2fe4c","13 ","13 "
"GLOSBE_STATIC_f59e7dc02ec616a97be0","46052e69eae32e98249b8ec611cba5ea043a25382cbaa5db32c1f9a209d2fe4c","16 ","16 "
"GLOSBE_STATIC_0d4cb2d616c176b8763c","46052e69eae32e98249b8ec611cba5ea043a25382cbaa5db32c1f9a209d2fe4c","15 ","15 "
"GLOSBE_STATIC_5e0cf8528338b07c6e85","361933ca9d090d2c0f73d2bc2762d1ee20cd538f3a37ecedc4109581bbd22dc9","8 ","8 "
"GLOSBE_STATIC_e25166e9e05713f83cf1","71b2588787dad410c7ac91bc30a7188f97649d365562ed854206ca7ddf74cdf4","9 ","9 "
"GLOSBE_STATIC_7d80a40505103cbf8ec2","ed524b449a48cec3934e90345f00bc9c137a733c0660fbb657f88adee92d25e4","18 ","18 "
"GLOSBE_STATIC_ce93210cbb0df675324e","ba7a76197cc37ba08f3c95c2ff30528e75c4f175cbccffbe87cf0a2fe47a0c5d","7 ","7 "
"GLOSBE_STATIC_e820405d05806b738985","965a61da2985f0a6a979eee73aa54b6c30609a91ca2fea9b75cc7e26111fe787","22 ","22 "
"GLOSBE_STATIC_8f9b6b0c1a0b4e621a77","e749d9c956cd5bc3b7e449d12c73d59aea6457b15d1e0e9129275698fb2d357d","3 ","3 "
"GLOSBE_STATIC_d1e0e40fd171da0fa522","e9267ce10dc2eda048144d42a1b803cc39b46259c26519b7d373878a0cdb1735","(2) ","(b) "
"GLOSBE_STATIC_a5988244afac7e1e80e3","e9f2acf9834d51a3126abe1e6fc0d028311c41539247ab28a5253859cabeddb0","(2) ","(b) "
"GLOSBE_STATIC_3398139f8fb0fcb2f1fd","3398741a0b5c505dc02711f1c383abae6374ce8b7c6f44b536dcb2cd4d5473a6","6, 7. (1) ","6, 7. (a) "
"GLOSBE_STATIC_15909c122656ee2649a7","ba3210086d6c524bb77d39e489f1ade7be92c983fc6e003761205b17a12b1f14","15 ","15 "
"GLOSBE_STATIC_a311371e4da6b7d54aec","ba3210086d6c524bb77d39e489f1ade7be92c983fc6e003761205b17a12b1f14","9 ","9 "
"GLOSBE_STATIC_e3bacf099fbb8794fbe4","be0b719827b8a7a31a30ae74332314f51eaaf9b3b39d023a743e580dfe1aee2d","7 ","7 "
"GLOSBE_STATIC_cbef479e0e40bcbc075c","dc63568a31267c37d76d88f8934a81604a9dc2ccdc939cfb4c0806b2a20c142c","4 ","4 "
"GLOSBE_STATIC_83eb9c97d3c9864dd005","dc63568a31267c37d76d88f8934a81604a9dc2ccdc939cfb4c0806b2a20c142c","4 ","4 "
"GLOSBE_STATIC_766cb895f185bd1c67a2","0a5afb2974f0505221b0856266230d8e773886943289d3c927e314f624d15eda","3 ","3 "
"GLOSBE_STATIC_b2db0f543a83d767d6c2","300f38acc98bb85da9a22d1304a0dab3e39fdfdd5214205ab4402a7285f864f4","19 ","19 "
"GLOSBE_STATIC_c5d74632870f5f0f6436","8b520a752c5adbbb421143f96ec58048fccb9393ba603e14cfd737c8c605d5aa","11 ","11 "
"GLOSBE_STATIC_557f3d5669631d24b965","8b520a752c5adbbb421143f96ec58048fccb9393ba603e14cfd737c8c605d5aa","23 ","23 "
"GLOSBE_STATIC_76ddbdc9c2f573a60ab1","0cec1eb440610a5d9bba1f441581dcfe48eaf4e5c37e7de48ddb6602676aeb45","(2) ","(b) "
"GLOSBE_STATIC_52159ce613a4f6166a6c","e49911509f27e49998b5b53e74240bd4e5849d57ba81349ebb6462064a5f2b99","2 ","2 "
"GLOSBE_STATIC_67d813451f0b5c7ed8a4","146e9ea1dd578d498a6286221993b8bf51afbe59d9193e456ee0ce8197468c57","3 ","3 "
"GLOSBE_STATIC_f40484831ecab3109b71","336d9a4059f4e96b3deddd12d241a5e364246bf9bb8d6f139f8a5158b730b771","3 ","3 "
"GLOSBE_STATIC_1215220133b5f13e42a0","336d9a4059f4e96b3deddd12d241a5e364246bf9bb8d6f139f8a5158b730b771","14 ","14 "
"GLOSBE_STATIC_261a043ef893cebf1f0a","336d9a4059f4e96b3deddd12d241a5e364246bf9bb8d6f139f8a5158b730b771","12 ","12 "
"GLOSBE_STATIC_1ca0fd1f5b696c6db295","336d9a4059f4e96b3deddd12d241a5e364246bf9bb8d6f139f8a5158b730b771","4 ","4 "
"GLOSBE_STATIC_2a6cfcd2ec7a26e86b2c","336d9a4059f4e96b3deddd12d241a5e364246bf9bb8d6f139f8a5158b730b771","11. (1) ","11. (a) "
"GLOSBE_STATIC_54411d7c1275ad3820e7","566c1e45652818ab2f86486dbc2c9fd903f6483029094b8c7e799401f1b6ee81","14 ","14 "
"GLOSBE_STATIC_bea7d02518aae019c223","566c1e45652818ab2f86486dbc2c9fd903f6483029094b8c7e799401f1b6ee81","3 ","3 "
"GLOSBE_STATIC_9b37a3c5e9e52abecce3","744754ba6eff43d18c1a0f1db4bd481e3cba695d6bf2f5ce90c0f30f7eca4ca7","(2) ","(b) "
"GLOSBE_STATIC_6244c761c7ba3c2a3002","0e08b61adefbbdfd3275e4645acf087d625a5a48879b04f0feecf0dccaa07354","9 ","9 "
"GLOSBE_STATIC_d5eaf53eb78994d46273","5d6325b2a98dc8ae35fb8b95d0b29ed1ac9c1e29b6ce48e2ac29c9b2e81fe0c8","12, 13. (1) ","12, 13. (a) "
"GLOSBE_STATIC_ccfce0eedc1079bf8d49","5d6325b2a98dc8ae35fb8b95d0b29ed1ac9c1e29b6ce48e2ac29c9b2e81fe0c8","11 ","11 "
"GLOSBE_STATIC_19fc4711e75bb6856ed8","5d6325b2a98dc8ae35fb8b95d0b29ed1ac9c1e29b6ce48e2ac29c9b2e81fe0c8","5 ","5 "
"GLOSBE_STATIC_baebbaebece78b025bec","5d6325b2a98dc8ae35fb8b95d0b29ed1ac9c1e29b6ce48e2ac29c9b2e81fe0c8","18 ","18 "
