word_id,source,form,gloss,convention
AKIW_SZY_2012_TABLE_ROW_390W1,PDF page 149; affix inventory row 390,nu-wali-an,東邊,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_391W1,PDF page 149; affix inventory row 391,nu-timul-an,南方,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_392W1,PDF page 149; affix inventory row 392,nu-tip-an,西方,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_393W1,PDF page 149; affix inventory row 393,nu-amis-an,北邊,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_394W1,PDF page 150; affix inventory row 394,pa-bili-an,使他懷孕,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_395W1,PDF page 150; affix inventory row 395,pa-caliw-an,借給（某人）的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_396W1,PDF page 150; affix inventory row 396,pa-katukuh-an,傳達,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_397W1,PDF page 150; affix inventory row 397,pa-kawaw-an,被連累了,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_398W1,PDF page 150; affix inventory row 398,pa-liluc-an,受洗過的,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_399W1,PDF page 150; affix inventory row 399,pa-belesiw-an,要劈（草）的地方,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_400W1,PDF page 150; affix inventory row 400,pa-dungus-an,送行地點,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_401W1,PDF page 150; affix inventory row 401,pa-lisin-an,祭祀的地方,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_402W1,PDF page 150; affix inventory row 402,pa-tuzu'-an,所指示處,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_403W1,PDF page 150; affix inventory row 403,pa-zikuc-an,衣櫃,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_404W1,PDF page 150; affix inventory row 404,pa-bulsak-an,撒種的時機,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_405W1,PDF page 150; affix inventory row 405,pa-hanhan-an,假期,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_406W1,PDF page 151; affix inventory row 406,pa-cibul-en,浸泡,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_407W1,PDF page 151; affix inventory row 407,pa-ngangan-en,命名,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_408W1,PDF page 151; affix inventory row 408,pa-pili'-en,挑選,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_409W1,PDF page 151; affix inventory row 409,pa-pudac-en,要剝皮,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_410W1,PDF page 151; affix inventory row 410,pa-tiku-en,要還,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_411W1,PDF page 151; affix inventory row 411,pa-uzip-en,救,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_412W1,PDF page 151; affix inventory row 412,pa-akuti'-en,去熱！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_413W1,PDF page 151; affix inventory row 413,pa-azih-en,給（某人）看！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_414W1,PDF page 151; affix inventory row 414,pa-bayang-en,把帆布掛好！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_415W1,PDF page 151; affix inventory row 415,pa-bili-en,讓他懷孕！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_416W1,PDF page 151; affix inventory row 416,pa-cilu'-en,去照亮！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_417W1,PDF page 151; affix inventory row 417,pa-salil-en,去撒網！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_418W1,PDF page 152; affix inventory row 418,pi-adead-i,去翻！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_419W1,PDF page 152; affix inventory row 419,pi-apa-i,去背！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_420W1,PDF page 152; affix inventory row 420,pi-badi'-i,去曬乾！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_421W1,PDF page 152; affix inventory row 421,pi-badisusu'-i,去採葡萄！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_422W1,PDF page 152; affix inventory row 422,pi-kalat-i,去咬！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_423W1,PDF page 152; affix inventory row 423,pi-liluc-i,去洗澡！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_424W1,PDF page 152; affix inventory row 424,pi-sebeng-i,去看守！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_425W1,PDF page 152; affix inventory row 425,pi-sulahid-i,要瞄準！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_426W1,PDF page 153; affix inventory row 426,ta-azih-an,好榜樣,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_427W1,PDF page 153; affix inventory row 427,ta-mata-an,眼鏡,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_428W1,PDF page 153; affix inventory row 428,ta-tangah-an,枕頭,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_429W1,PDF page 153; affix inventory row 429,ta-lima-an,手套,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_430W1,PDF page 154; affix inventory row 430,ta-amis-en,向北方！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_431W1,PDF page 154; affix inventory row 431,ta-tayling-en,送警局！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_432W1,PDF page 154; affix inventory row 432,ta-timul-en,向南方！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_433W1,PDF page 154; affix inventory row 433,ta-tip-en,往西邊！,whole-word meaning with separate affix/root columns
AKIW_SZY_2012_TABLE_ROW_434W1,PDF page 154; affix inventory row 434,ta-zikuz-en,要往後！,whole-word meaning with separate affix/root columns
