entry_id,reader_page,column,form,translation,method,included,exclusion_reason
song-2018-kanakanavu-dictionary-0341,199,2,mupucu,包（東西）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0342,199,2,murakʉrakʉ,爬行,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0343,199,2,muranʉ/ muraan / moraan / uranʉʉn,幫忙,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0344,199,2,murungisaa,呼吸（指活的）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0345,199,2,mururu,塗（口紅；油漆）；抹,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0346,199,2,mururu,擦拭,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0347,199,2,muru’ucangʉ; ’arupara,結婚（互為配偶或互相拿）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0348,199,2,musikarʉ,進入,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0349,199,2,musu,你,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0350,199,2,musucara’ʉ,流血,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0351,199,2,musukʉmʉ,痛；生病,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0352,199,2,musurai,摔出去,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0353,199,2,musutacunu,跳（往下跳）；下去；下來,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0354,199,2,musutanpʉ,足夠,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0355,199,2,musutavʉrʉ,浸泡（某人泡在水裡）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0356,199,2,musutucu’u,漏水；滴水,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0357,199,2,musutupuku,跌倒,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0358,199,2,musuvʉrʉsai / musuvʉrʉse,跳（原地跳）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0359,199,2,musʉ’ʉ/ usʉ’ʉn,放置；存放,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0360,199,2,muta’i,大便,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0361,200,1,muvʉngʉ/ uvʉngʉʉn,藏；收藏,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0362,200,1,mu’iarʉ,慢慢的,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0363,200,1,mʉna,百,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0364,200,1,mʉna,捆（所捆綁的）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0365,200,1,mrʉpʉ,濕的,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0366,200,1,na-,已故,Official positioned text; language-sorted Appendix 2A,no,Source prints a bound citation form with a trailing hyphen and supplies no unattached surface; entry excluded from the published XML.
song-2018-kanakanavu-dictionary-0367,200,1,Nakasayana / Pakísia,平地人；漢人；閩南人；中文,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0368,200,1,namasʉ,一半；一對物品的某一半,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0369,200,1,nanakʉ,女性；女人；妻子；太太；雌性,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0370,200,1,nanmarua,青年,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0371,200,1,nanmarua nanakʉ,少女；小姐,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0372,200,1,nánnakʉ,女性；女人（複數）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0373,200,1,nannare,蟬,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0374,200,1,nanu,哪裡,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0375,200,1,nanʉmʉ,六（數人）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0376,200,1,narávarʉ,懶惰,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0377,200,1,natʉngʉ,青菜,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0378,200,1,navungu / navuung,頭,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0379,200,1,neni / neen,什麼,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0380,200,1,neni / neen,誰,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0381,200,1,nesi,這裡,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0382,200,1,ni,他們,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0383,200,1,niaracakana,獵物,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0384,200,1,niaratumurua canumu,深潭,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0385,200,1,niatumuru canumu,水深處；湖泊,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0386,200,1,nimúru’u,血；血液,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0387,200,1,nivanga,香蕉（熟成的）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0388,200,1,noo; ucaniava,如果,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0389,200,2,nuaceni / nuaceen,明年,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0390,200,2,nuirina,習俗,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0391,200,2,nukai / nokai,或,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0392,200,2,nukanmana / nukunmana; minmana,何時（已發生）,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0393,200,2,numanʉ/ numaan,刀；獵刀,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0394,200,2,numanʉ/ numaan,鐵器,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0395,200,2,nungnung,小溪；溪谷,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0396,200,2,nura,明天,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0397,200,2,nutancani,後天,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0398,200,2,nʉmʉ,六（數數）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0399,200,2,ngaca’ʉ,根部；根源,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0400,200,2,nganai,名字,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0401,200,2,ngai,口水,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0402,200,2,ngai,痰,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0403,200,2,Ngaingai,客家人,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0404,200,2,ngiau,貓,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0405,200,2,ngisaa,氣息；呼吸；有生命的狀態,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0406,200,2,nguai,就是；尤其,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0407,200,2,nguain,他,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0408,200,2,nguani,他們,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0409,200,2,ngʉkau,猴子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0410,200,2,pa,還；尚；一下（客氣）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0411,200,2,pacʉpʉngʉ/ pacʉpʉʉng / pacʉpʉcʉpʉngʉ,想；想念,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0412,200,2,Pakísia / Nakasayana,平地人；漢人；閩南人；中文,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0413,200,2,pakíturu,答應；願意,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0414,200,2,pangarʉ,矛,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0415,200,2,pangi,杵,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0416,201,1,pangka,桌子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0417,201,1,pangka siarisinatʉ,書桌；書寫處,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0418,201,1,pangtan,鳳梨,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0419,201,1,papeni / papeen,多少（人）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0420,201,1,papitu,七（數人）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0421,201,1,paracani,唱歌,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0422,201,1,paratʉ,閃電,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0423,201,1,parai,糯米,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0424,201,1,parékava,犁,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0425,201,1,páriku,追,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0426,201,1,pariapara,風,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0427,201,1,pasa’ʉcai,清理；整理,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0428,201,1,pasiin,說（某人對某人說）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0429,201,1,patanamʉ,模仿；仿效,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0430,201,1,patanamʉ,練習,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0431,201,1,pa’ici,酒,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0432,201,1,paira,經常；常常,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0433,201,1,paisi / pesi,大腿,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0434,201,1,pepe,麻糬（純糯米無配料）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0435,201,1,pinárupu,釣魚,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0436,201,1,pini,咬人貓,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0437,201,1,pipiningi,外面；外頭,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0438,201,1,pitu,七（數數）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0439,201,1,pi’inʉvʉ,關上,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0440,201,1,po-,說,Official positioned text; language-sorted Appendix 2A,no,Source prints a bound citation form with a trailing hyphen and supplies no unattached surface; entry excluded from the published XML.
song-2018-kanakanavu-dictionary-0441,201,1,pókari,呼喊；邀請,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0442,201,1,pokaríkari,說話,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0443,201,1,potucucuru,相信,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0444,201,1,po’ucipi,煮（飯、菜、肉、地瓜）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0445,201,1,puka,貓頭鷹,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0446,201,1,pupunga,竹筒,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0447,201,1,puri’i,吐出來,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0448,201,1,puruvuku,繫或插上（皮帶）,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0449,201,2,pusiam,稻穀（未去殼）；稻子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0450,201,2,pusu’anʉ/ pusu’aan,扛；提；抬；搬運,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0451,201,2,putairi / puteri,踢,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0452,201,2,putukikio,工作,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0453,201,2,putuvʉrʉkʉ,打開蓋子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0454,201,2,putu’ʉnʉvʉ,打開門,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0455,201,2,pu’a,買（入）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0456,201,2,pu’ʉʉn; mapu’a,賣出,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0457,201,2,puarʉ,跛腳,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0458,201,2,puiri,換；替換,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0459,201,2,puisia,禁忌,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0460,201,2,pui’i,回（來、去）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0461,201,2,pʉnʉ,餌（魚、獵餌）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0462,201,2,pʉrʉkʉ,肚臍；壁虎；田螺,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0463,201,2,ramisi,根（植物）,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0464,201,2,ramucu,手,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0465,201,2,rapatʉ,皮（樹或瓜果）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0466,201,2,rapúnarʉ,沖毀,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0467,201,2,rapʉ,種子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0468,201,2,rararu,八（數人）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0469,201,2,rarima,五（數人）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0470,201,2,rarʉ,飛鼠,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0471,201,2,rarʉngʉ/ rarʉʉng,葉子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0472,201,2,ravuku,沙子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0473,201,2,rima,五（數數）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0474,201,2,ringai,陷阱,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0475,201,2,rocu,下方（某之下）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0476,201,2,roimi,忘記,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0477,201,2,rovana,晚上；夜晚,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0478,201,2,rumarapʉ,播種,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0479,201,2,rumara’isi,咬,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0480,201,2,rumarʉ,燒墾；火燒山,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0481,202,1,rumarʉ’ʉ,吞下,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0482,202,1,rupacʉ,弓,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0483,202,1,rʉmʉra,叢林；深山,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0484,202,1,rʉ’ʉvʉ,同伴；伴侶,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0485,202,1,saa,或,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0486,202,1,saisi,下巴,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0487,202,1,sana,那裡（說者與聽者都看不見）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0488,202,1,sapániri,鞋子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0489,202,1,sapuarʉ,網子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0490,202,1,sarunai / saronai,男性；男人；丈夫；先生；雄性,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0491,202,1,sasia,九（數人）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0492,202,1,sasápatʉ,四（數人）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0493,202,1,saviki / ’aviki,檳榔,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0494,202,1,savuana,藥,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0495,202,1,seto,學生,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0496,202,1,sia,九（數數）,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0497,202,1,sian,（我）這裡,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0498,202,1,siarapici; hasami,剪刀,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0499,202,1,siaritungu / siarituung / serituung,木瓜,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0500,202,1,siarupaca,使用,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0501,202,1,sii,因為,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0502,202,1,sika-,程度,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,no,Source prints a bound citation form with a trailing hyphen and supplies no unattached surface; entry excluded from the published XML.
song-2018-kanakanavu-dictionary-0503,202,1,siking,肥皂,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0504,202,1,sikúrapʉ,蚊子,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0505,202,1,sinangʉ/sinaang,光線；光源；照明,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0506,202,1,sinatʉ,紙張；信件,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0507,202,1,sinatʉ,書；文字,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0508,202,2,sisini,綉眼畫眉鳥；靈鳥,Official positioned text; language-sorted Appendix 2A,yes,
song-2018-kanakanavu-dictionary-0509,202,2,si’icʉpʉ,睡覺,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0510,202,2,si’inʉva,門,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
song-2018-kanakanavu-dictionary-0511,202,2,sóravu,颱風,Official Appendix 2A positioned text; barred-vowel forms cross-checked against duplicate Appendix 2B entry,yes,
