# Gloss cells the audited source output blanked to the '_' absent-gloss
# placeholder but which the previously published source carries as real
# glossing. Restored at load time so the corpus keeps both the audited
# source's row realignments AND this glossing. Keyed by source file,
# record id, gloss-row index, cell index; wordform is carried as a witness
# and the restoration is skipped if it no longer matches.
#
# Provenance: Corpora/NTUFormosanCorpus/CodeAndDocs/story as published on
# main at the time of writing. See pipeline/README.md.
source_file	record_id	row	cell	wordform	value
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	25	2	1	to:o'	three
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	25	2	2	to:o'	三
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	250	2	1	so'o	2SG.NOM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	250	2	2	so'o	2SG.主格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	251	2	1	papsiba:i'	give
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	251	2	2	papsiba:i'	給
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	252	2	1	pa-'apol	CAU-distribute
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	252	2	2	pa-'apol	使役-分配
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	253	2	1	isaa,\	that
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	253	2	2	isaa,\	那
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	254	2	1	hiza	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	254	2	2	hiza	那裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	255	2	1	makakpoeh	AF.disperse
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	255	2	2	makakpoeh	主焦.解散
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	256	2	1	kaspinatabir	things.for.offering
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	256	2	2	kaspinatabir	祭拜過的祭品
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	257	2	1	pinobae:aeh	wine
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	257	2	2	pinobae:aeh	酒
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	258	2	1	lobih	AF.return
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	258	2	2	lobih	主焦.回去
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	259	2	1	[ka	??
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	259	2	2	[ka	??
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	26	2	1	o:,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	26	2	2	o:,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	261	2	1	tinawbon	rice.cake
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	261	2	2	tinawbon	糯米糕
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	262	2	1	as--	[Hak]each
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	262	2	2	as--	各人
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	263	2	1	[ya]	YA
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	263	2	2	[ya]	YA
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	265	2	1	hiza	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	265	2	2	hiza	那
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	2	1	aroma'	other
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	2	2	aroma'	其他
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	10	1	isaa	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	10	2	isaa	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	13	1	kayzaeh	AF.good
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	13	2	kayzaeh	主焦.好
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	17	1	kayzaeh	AF.good
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	17	2	kayzaeh	主焦.好
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	19	1	ila	PFV
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	266	19	2	ila	完成
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	267	2	1	m==	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	267	2	2	m==	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	268	2	1	si'ael	eat
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	268	2	2	si'ael	<主焦>吃
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	269	2	1	kakhayza'an	before
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	269	2	2	kakhayza'an	以前
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	27	2	1	m==_	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	27	2	2	m==_	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	270	2	1	so:	COND
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	270	2	2	so:	條件詞
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	272	2	1	si'ael-en	eat-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	272	2	2	si'ael-en	吃-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	273	2	1	eN==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	273	2	2	eN==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	274	2	1	mas-masaeng	RED-AF.sit
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	274	2	2	mas-masaeng	重疊-主焦.坐
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	276	2	1	ah,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	276	2	2	ah,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	277	2	1	haysani	now
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	277	2	2	haysani	現在
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	278	2	1	m-il-'akoy	AF-drink-many
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	278	2	2	m-il-'akoy	主焦-喝-多
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	279	2	1	pinobae:aeh	wine
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	279	2	2	pinobae:aeh	酒
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	28	2	1	kaybaybaw	Kao.clan
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	28	2	2	kaybaybaw	高姓
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	280	2	1	a==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	280	2	2	a==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	281	2	1	binbinisitan	container
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	281	2	2	binbinisitan	酒瓶
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	3	2	1	nimon	2PL.GEN
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	3	2	2	nimon	2PL.屬格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	30	2	1	sizaeh	AF.finish
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	30	2	2	sizaeh	主焦.結束
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	31	2	1	m-wa:i'	AF-come
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	31	2	2	m-wa:i'	主焦-來
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	32	2	1	m==_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	32	2	2	m==_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	33	2	1	maray	AF.pass
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	33	2	2	maray	主焦.經過
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	34	2	1	a==,/	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	34	2	2	a==,/	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	35	2	1	isaa	??
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	35	2	2	isaa	??
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	36	2	1	[si']ael-en	eat-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	36	2	2	[si']ael-en	吃-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	38	2	1	paplange:-en	share-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	38	2	2	paplange:-en	分配-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	39	2	1	ehe,/	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	39	2	2	ehe,/	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	4	2	1	nak'ino	how
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	4	2	2	nak'ino	如何
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	40	2	1	So:	COND
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	40	2	2	So:	條件詞
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	41	2	1	'amet	finish
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	41	2	2	'amet	<主焦>結束
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	43	2	1	nak	like
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	43	2	2	nak	像
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	44	2	1	wa'-wa'isan	RED-good.at
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	44	2	2	wa'-wa'isan	重疊-很會
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	45	3	1	san--	[Man]
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	45	3	2	san--	三點
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	45	5	1	aw'itol	[Jap]
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	45	5	2	aw'itol	三時
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	49	2	1	isaa	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	49	2	2	isaa	然後
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	5	2	1	'am==	FUT
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	5	2	2	'am==	未來
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	50	2	1	kinae'hae'an	one.bottle
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	50	2	2	kinae'hae'an	一瓶
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	51	2	1	'al'alak	youth
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	51	2	2	'al'alak	年輕人
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	52	2	1	o:	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	52	2	2	o:	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	53	2	1	'oka'	otherwise
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	53	2	2	'oka'	不然的話
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	54	2	1	hiza	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	54	2	2	hiza	那裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	55	2	1	taka'ino'-on	what.to.do-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	55	2	2	taka'ino'-on	怎麼樣.受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	56	2	1	talsasaboeh-en	share-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	56	2	2	talsasaboeh-en	共享-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	57	2	1	o,\	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	57	2	2	o,\	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	6	2	1	yami	1EPL.NOM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	6	2	2	yami	1EPL.主格
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	60	2	1	sa'sa'eh	every
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	60	2	2	sa'sa'eh	每
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	61	2	1	'iska	each
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	61	2	2	'iska	每
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	62	2	1	iska	each
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	62	2	2	iska	每
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	64	2	1	'am	FUT
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	64	2	2	'am	未來
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	65	2	1	a==,\	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	65	2	2	a==,\	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	66	2	1	tata'a==,/	chicken
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	66	2	2	tata'a==,/	雞
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	67	2	1	'aeyam_	pork
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	67	2	2	'aeyam_	豬肉
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	69	2	1	hoN.\	anyway[Jap]
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	69	2	2	hoN.\	反正
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	7	2	1	isahini	now
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	7	2	2	isahini	現在
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	71	2	1	hara==_	like
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	71	2	2	hara==_	像
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	72	2	1	to:o'	three
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	72	2	2	to:o'	三
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	73	2	1	oh_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	73	2	2	oh_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	74	2	1	o	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	74	2	2	o	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	77	2	1	tintinawbon	ricecake
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	77	2	2	tintinawbon	米糕類
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	78	2	1	oh==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	78	2	2	oh==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	79	2	1	isaa	then
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	79	2	2	isaa	就
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	8	2	1	hm,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	8	2	2	hm,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	80	2	1	si'ael-en	eat-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	80	2	2	si'ael-en	吃-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	81	2	1	oh==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	81	2	2	oh==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	82	2	1	'okay	NEG
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	82	2	2	'okay	沒有
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	83	2	1	oh_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	83	2	2	oh_	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	84	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	84	2	2	'oka'	沒有
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	85	2	1	a==	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	85	2	2	a==	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	86	2	1	i==	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	86	2	2	i==	FS
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	87	2	1	'aehae'	one
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	87	2	2	'aehae'	一
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	88	2	1	ma==,\	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	88	2	2	ma==,\	DM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	89	2	1	ta	exhort
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	89	2	2	ta	exhort
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	9	2	1	papaha:ih	who.comes.first
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	9	2	2	papaha:ih	誰
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	90	2	1	si-sa-baiw	RF-SA-buy
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	90	2	2	si-sa-baiw	指焦-SA-買
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	91	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	91	2	2	'oka'	沒有
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	92	2	1	m==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	92	2	2	m==,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	93	2	1	sason	there
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	93	2	2	sason	那裡
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	94	2	1	a	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	94	2	2	a	FIL
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	95	2	1	hiza	that
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	95	2	2	hiza	那個
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	96	2	1	m,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	96	2	2	m,\	BC
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	97	2	1	aras-en	take-PF
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	97	2	2	aras-en	帶去-受焦
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	98	2	1	lobih	AF.return
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	98	2	2	lobih	主焦.回來
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	99	2	1	sia,\	3SG.NOM
story/Saisiyat_Tong-he/SaiNr-holiday_kalaeh a _oemaw.json	99	2	2	sia,\	3SG.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	1	3	1	niSo	2SG.GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	1	3	2	niSo	2SG.屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	10	2	1	eh==,/	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	10	2	2	eh==,/	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	102	2	1	ai	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	102	2	2	ai	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	103	2	1	hiza	that
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	103	2	2	hiza	那
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	104	2	1	koSa'en	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	104	2	2	koSa'en	DM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	105	2	1	span	raise
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	105	2	2	span	<主焦>養
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	106	2	1	'ana-tabo:-on	whatever-feed-PF
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	106	2	2	'ana-tabo:-on	無論-餵-受焦
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	107	2	1	'ihi',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	107	2	2	'ihi',/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	108	2	1	mhm,/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	108	2	2	mhm,/	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	110	2	1	rangi'	VOC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	110	2	2	rangi'	呼格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	110	7	1	kano'	what
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	110	7	2	kano'	什麼
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	111	2	1	yako==	1SG.NOM
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	111	2	2	yako==	1SG.主格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	112	2	1	ai,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	112	2	2	ai,\	BC
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	113	2	1	'akoy	AF.many
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	113	2	2	'akoy	主焦.多
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	114	2	1	ma'an	1SG.GEN
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	114	2	2	ma'an	1SG.屬格
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	115	2	1	okik	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	115	2	2	okik	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	116	2	1	ma'	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	116	2	2	ma'	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	116	5	1	kayzaeh.\	AF.good
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	116	5	2	kayzaeh.\	主焦.好
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	117	2	1	so:	COND
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	117	2	2	so:	條件詞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	118	2	1	so:,\	COND
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	118	2	2	so:,\	條件詞
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	119	2	1	'akoy	AF.many
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	119	2	2	'akoy	主焦.多
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	12	2	1	tangtang	..
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	12	2	2	tangtang	..
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	12	6	1	ka	..
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	12	6	2	ka	..
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	120	2	1	mae'iyaeh	person
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	120	2	2	mae'iyaeh	人
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	121	2	1	boeloe	waste
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	121	2	2	boeloe	浪費
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	122	2	1	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	122	2	2	m==,\	FIL
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	123	2	1	'oka'	NEG
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	123	2	2	'oka'	否定
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	124	2	1	boeloe'	waste
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	124	2	2	boeloe'	浪費
story/Saisiyat_Tong-he/SaiNr-life_waon a boong.json	125	2	1	m==,\	FIL
